Line,Pada,Meter,MP1,MP2,MP3,MP4,MP5,MP6,MP7,MP8
5.073.02b,b,A,L,H,H,H,L,H,L,H
5.073.02c,c,A,L,H,H,H,L,H,L,H
5.073.02d,d,A,L,H,L,H,L,H,L,H
5.073.03a,a,A,H,H,H,L,L,H,L,L
5.073.03b,b,A,H,H,L,H,L,H,L,L
5.073.03c,c,A,H,H,H,H,L,H,L,H
5.073.03d,d,A,H,H,L,H,L,H,L,L
5.073.04a,a,A,L,H,L,H,H,H,L,L
5.073.04b,b,A,H,H,H,H,L,L,L,H
5.073.04c,c,A,H,H,H,H,L,H,L,H
5.073.04d,d,A,L,H,H,H,L,H,L,L
5.073.05a,a,A,H,H,H,H,L,H,L,L
5.073.05b,b,A,H,H,L,H,L,H,L,H
5.073.05c,c,A,L,L,H,L,L,H,L,H
5.073.05d,d,A,L,H,L,H,L,H,L,L
5.073.06a,a,A,L,H,H,H,L,H,L,L
5.073.06b,b,A,L,H,H,H,L,H,L,H
5.073.06c,c,A,H,H,H,H,L,H,L,L
5.073.06d,d,A,H,H,H,H,L,H,L,L
5.073.07a,a,A,H,H,H,L,L,H,L,L
5.073.07b,b,A,H,H,H,H,L,H,L,L
5.073.07c,c,A,H,H,H,H,L,H,L,H
5.073.07d,d,A,H,H,L,H,L,H,L,L
5.073.08a,a,A,H,L,H,L,L,H,L,H
5.073.08b,b,A,H,H,L,H,L,H,L,H
5.073.08c,c,A,H,L,H,H,L,H,L,L
5.073.08d,d,A,H,H,H,H,L,H,L,H
5.073.09a,a,A,H,L,H,L,L,H,L,H
5.073.09b,b,A,L,H,H,H,L,H,L,H
5.073.09c,c,A,H,H,H,H,L,H,L,H
5.073.09d,d,A,H,H,H,H,L,H,L,H
5.073.10a,a,A,L,H,H,H,L,H,L,H
5.073.10b,b,A,H,H,H,H,L,H,L,H
5.073.10c,c,A,H,H,H,L,L,H,L,L
5.073.10d,d,A,L,H,H,L,L,H,L,L
5.074.03a,a,A,H,H,H,H,L,L,L,L
5.074.03b,b,A,L,L,H,H,L,H,L,L
5.074.03c,c,A,H,L,H,H,L,H,L,H
5.074.03d,d,A,L,H,H,H,L,H,L,H
5.074.04a,a,A,H,H,H,L,L,H,L,L
5.074.04b,b,A,H,L,H,H,L,H,L,L
5.074.04c,c,A,L,H,L,H,L,H,L,H
5.074.04d,d,A,H,L,L,L,L,H,L,H
5.074.05a,a,A,L,L,H,H,L,L,L,H
5.074.05b,b,A,H,L,H,H,L,H,L,L
5.074.05c,c,A,L,H,L,H,L,H,L,L
5.074.05d,d,A,H,H,L,H,H,L,L,L
5.074.09a,a,A,L,H,L,H,L,H,L,H
5.074.09b,b,A,H,H,L,H,L,H,L,L
5.074.09c,c,A,H,H,H,H,L,H,L,H
5.074.09d,d,A,L,H,H,H,L,H,L,L
5.078.05a,a,A,L,L,H,L,L,H,L,H
5.078.05b,b,A,H,H,H,H,L,L,L,L
5.078.05c,c,A,L,H,L,H,L,H,L,L
5.078.05d,d,A,H,L,H,H,L,H,L,L
5.078.06a,a,A,H,H,L,H,L,H,H,L
5.078.06b,b,A,L,L,H,H,L,H,L,H
5.078.06c,c,A,H,H,L,H,L,H,L,L
5.078.06d,d,A,H,H,H,L,L,H,L,L
5.078.07a,a,A,L,H,H,H,H,L,L,H
5.078.07b,b,A,L,H,L,L,L,H,L,L
5.078.07c,c,A,H,H,H,H,L,H,L,L
5.078.07d,d,A,L,H,L,L,L,H,L,L
5.078.08a,a,A,L,H,H,H,L,H,L,L
5.078.08b,b,A,L,H,L,H,L,H,L,L
5.078.08c,c,A,H,H,H,L,L,H,L,L
5.078.08d,d,A,L,H,H,L,L,H,L,H
5.078.09a,a,A,L,L,H,H,L,L,H,L
5.078.09b,b,A,L,H,H,L,L,H,L,L
5.078.09c,c,A,L,H,L,H,H,H,L,H
5.078.09d,d,A,H,H,H,H,L,L,L,L
5.082.01a,a,A,H,L,L,H,L,H,L,H
5.082.01b,b,A,L,H,H,H,L,H,L,L
5.082.01c,c,A,L,H,L,H,L,H,L,L
5.082.01d,d,A,L,H,L,H,L,H,L,L
5.082.02a,a,G,H,L,L,L,L,H,L,L
5.082.02b,b,G,L,L,H,H,L,L,L,L
5.082.02c,c,G,L,L,H,L,L,H,L,L
5.082.03a,a,G,L,L,H,H,L,H,L,H
5.082.03b,b,G,L,H,L,L,L,H,L,L
5.082.03c,c,G,H,H,H,H,L,H,L,H
5.082.04a,a,G,H,H,H,H,L,L,L,L
5.082.04b,b,G,L,H,H,H,H,H,L,L
5.082.04c,c,G,L,H,H,H,L,H,L,L
5.082.05a,a,G,H,H,L,H,L,L,L,L
5.082.05b,b,G,L,L,H,L,L,H,L,L
5.082.05c,c,G,H,H,H,H,L,H,L,L
5.082.06a,a,G,L,H,L,H,L,L,L,H
5.082.06b,b,G,H,H,L,L,L,H,L,H
5.082.06c,c,G,H,H,H,H,L,H,L,L
5.082.07a,a,G,H,H,L,H,H,H,L,L
5.082.07b,b,G,H,H,H,H,L,H,L,H
5.082.07c,c,G,H,L,L,H,L,L,H,L
5.082.08a,a,G,L,L,H,L,H,L,L,H
5.082.08b,b,G,L,L,H,L,H,L,L,L
5.082.08c,c,G,L,H,H,H,H,L,L,H
5.082.09a,a,G,L,L,H,H,H,H,H,L
5.082.09b,b,G,H,H,L,L,L,H,H,L
5.082.09c,c,G,L,L,L,H,L,L,L,H
5.083.09a,a,A,H,H,H,L,L,H,L,L
5.083.09b,b,A,L,L,H,H,L,H,L,L
5.083.09c,c,A,L,H,H,H,H,H,L,H
5.083.09d,d,A,H,H,L,L,H,H,L,L
5.084.02a,a,A,H,H,H,H,L,H,L,L
5.084.02b,b,A,L,L,H,H,L,H,L,L
5.084.02c,c,A,L,H,H,H,L,H,H,L
5.084.02d,d,A,H,L,H,L,L,H,L,L
5.084.03a,a,A,H,H,H,H,L,H,L,H
5.084.03b,b,A,L,H,H,H,L,H,L,H
5.084.03c,c,A,H,L,H,H,L,H,L,H
5.084.03d,d,A,L,H,H,H,L,H,L,L
5.086.01a,a,A,H,L,H,H,L,L,L,L
5.086.01b,b,A,L,H,H,H,L,H,L,L
5.086.01c,c,A,H,H,H,L,L,H,L,L
5.086.01d,d,A,H,H,H,H,L,L,L,L
5.086.02a,a,A,H,L,L,H,L,H,L,H
5.086.02b,b,A,H,H,H,L,L,H,L,H
5.086.02c,c,A,H,H,L,H,L,H,L,L
5.086.02d,d,A,H,H,H,H,L,H,L,H
5.086.05a,a,A,H,L,H,H,L,L,L,H
5.086.05b,b,A,H,H,L,H,H,L,L,H
5.086.05c,c,A,H,H,H,H,L,H,L,H
5.086.05d,d,A,H,H,L,H,H,H,L,H
6.002.01a,a,A,L,H,L,H,L,H,L,H
6.002.01b,b,A,H,H,H,H,L,H,L,H
6.002.01c,c,A,L,H,L,H,L,H,L,H
6.002.01d,d,A,L,H,H,H,L,H,L,L
6.002.02a,a,A,L,H,L,H,H,L,L,H
6.002.02b,b,A,H,H,H,H,L,H,L,H
6.002.02c,c,A,H,H,H,H,L,L,L,H
6.002.02d,d,A,L,H,H,H,L,H,L,L
6.002.03a,a,A,L,H,H,H,L,H,L,H
6.002.03b,b,A,H,H,L,H,L,H,L,H
6.002.03c,c,A,H,L,L,H,L,H,L,L
6.002.03d,d,A,H,H,H,H,H,H,L,H
6.002.04a,a,A,L,H,H,H,L,H,L,H
6.002.04b,b,A,L,H,H,H,L,L,L,H
6.002.04c,c,A,H,H,L,L,L,H,L,H
6.002.04d,d,A,L,H,H,H,L,L,L,L
6.002.05a,a,A,L,L,H,H,L,H,L,L
6.002.05b,b,A,L,L,H,H,L,H,L,L
6.002.05c,c,A,L,H,H,H,L,H,L,L
6.002.05d,d,A,L,L,H,H,L,H,L,L
6.002.06a,a,A,H,H,H,H,L,H,L,L
6.002.06b,b,A,L,L,H,H,L,H,L,L
6.002.06c,c,A,H,H,L,L,L,H,L,L
6.002.06d,d,A,L,H,L,H,L,H,L,H
6.002.07a,a,A,L,H,L,H,L,H,L,H
6.002.07b,b,A,L,L,L,H,H,L,L,L
6.002.07c,c,A,H,H,L,H,L,H,L,L
6.002.07d,d,A,H,H,L,L,L,H,L,L
6.002.08a,a,A,H,H,L,H,L,H,L,H
6.002.08b,b,A,H,H,H,H,L,H,L,L
6.002.08c,c,A,L,H,H,L,L,H,L,H
6.002.08d,d,A,H,H,L,H,L,H,L,L
6.002.09a,a,A,L,H,L,H,L,H,L,H
6.002.09b,b,A,H,H,L,H,L,L,L,H
6.002.09c,c,A,H,H,L,H,L,L,L,L
6.002.09d,d,A,L,H,H,H,L,H,L,L
6.002.10a,a,A,H,L,L,H,L,H,L,H
6.002.10b,b,A,H,H,H,H,L,H,L,H
6.002.10c,c,A,L,L,H,H,L,H,L,L
6.002.10d,d,A,L,H,L,H,L,H,L,L
6.014.01a,a,A,H,H,H,H,L,H,L,H
6.014.01b,b,A,L,H,L,H,L,H,L,L
6.014.01c,c,A,L,H,L,L,L,H,L,L
6.014.01d,d,A,L,H,L,H,L,L,L,H
6.014.03a,a,A,H,H,L,H,H,L,L,H
6.014.03b,b,A,H,H,H,H,L,L,L,L
6.014.03c,c,A,H,H,H,H,L,H,L,H
6.014.03d,d,A,L,H,H,H,L,H,L,L
6.014.04a,a,A,H,L,H,H,L,H,L,L
6.014.04b,b,A,H,H,L,H,L,H,L,L
6.014.04c,c,A,H,L,L,H,L,L,L,L
6.014.04d,d,A,H,H,L,H,L,H,L,H
6.014.05a,a,A,H,H,L,H,L,H,L,H
6.014.05b,b,A,H,H,H,L,L,H,L,L
6.014.05c,c,A,L,H,H,H,L,L,L,H
6.014.05d,d,A,L,H,H,H,L,L,L,L
6.015.17a,a,A,L,L,L,L,L,H,L,L
6.015.17b,b,A,H,H,H,H,L,H,L,L
6.015.17c,c,A,L,H,H,H,L,H,L,H
6.015.17d,d,A,L,H,H,H,L,H,L,L
6.016.02a,a,G,L,H,H,H,L,H,L,H
6.016.02b,b,G,L,L,H,H,L,H,L,L
6.016.02c,c,G,H,H,H,H,L,H,L,L
6.016.03a,a,G,H,H,L,H,H,H,L,L
6.016.03b,b,G,L,H,L,H,L,H,L,H
6.016.03c,c,G,H,H,H,H,L,H,L,H
6.016.04a,a,G,L,H,H,H,L,L,L,H
6.016.04b,b,G,L,L,H,H,L,H,L,L
6.016.04c,c,G,H,H,H,H,L,H,L,L
6.016.05a,a,G,L,L,H,H,L,H,L,L
6.016.05b,b,G,L,H,H,H,L,H,L,H
6.016.05c,c,G,L,H,H,H,L,H,L,H
6.016.06a,a,G,L,H,H,H,L,H,L,L
6.016.06b,b,G,H,L,H,H,L,H,L,L
6.016.06c,c,G,H,H,H,H,L,H,L,L
6.016.07a,a,G,L,H,H,H,L,H,L,H
6.016.07b,b,G,H,H,H,H,L,H,L,H
6.016.07c,c,G,H,H,L,H,L,H,L,H
6.016.08a,a,G,L,L,L,H,L,H,L,L
6.016.08b,b,G,L,L,L,H,L,H,L,L
6.016.08c,c,G,H,H,L,H,L,H,L,L
6.016.09a,a,G,L,H,H,H,L,H,L,H
6.016.09b,b,G,H,L,H,H,L,H,L,L
6.016.09c,c,G,H,H,H,L,L,H,L,L
6.016.10a,a,G,H,L,H,H,L,H,L,H
6.016.10b,b,G,L,H,H,H,L,H,L,H
6.016.10c,c,G,L,H,H,H,L,H,L,L
6.016.11a,a,G,H,H,L,H,L,H,L,H
6.016.11b,b,G,L,H,L,H,L,H,L,L
6.016.11c,c,G,L,H,H,H,L,H,L,L
6.016.12a,a,G,L,H,L,L,L,H,L,L
6.016.12b,b,G,L,H,H,L,L,H,L,L
6.016.12c,c,G,L,L,H,H,L,H,L,L
6.016.13a,a,G,H,H,H,H,L,H,L,L
6.016.13b,b,G,L,H,H,L,L,H,L,L
6.016.13c,c,G,H,H,H,H,L,H,L,L
6.016.14a,a,G,L,L,H,L,L,H,L,L
6.016.14b,b,G,H,L,H,H,L,H,L,L
6.016.14c,c,G,H,L,L,H,L,H,L,L
6.016.15a,a,G,L,L,H,H,L,H,L,H
6.016.15b,b,G,L,H,H,H,L,H,L,L
6.016.15c,c,G,L,H,L,H,L,H,L,H
6.016.16a,a,G,H,L,H,L,L,H,L,H
6.016.16b,b,G,H,L,H,H,L,H,L,L
6.016.16c,c,G,H,H,H,H,L,H,L,L
6.016.17a,a,G,H,L,L,L,L,H,L,H
6.016.17b,b,G,H,H,L,L,L,H,L,L
6.016.17c,c,G,H,H,L,H,L,L,L,H
6.016.19a,a,G,H,L,L,H,L,H,L,H
6.016.19b,b,G,H,L,H,L,L,H,L,L
6.016.19c,c,G,L,H,H,H,L,H,L,L
6.016.20a,a,G,L,L,H,H,L,H,L,H
6.016.20b,b,G,L,H,H,H,L,H,L,H
6.016.20c,c,G,H,H,L,H,H,H,L,L
6.016.21a,a,G,L,H,L,H,L,H,L,H
6.016.21b,b,G,H,H,H,H,L,H,L,H
6.016.21c,c,G,L,H,L,H,L,H,L,H
6.016.22a,a,G,L,H,L,H,L,H,L,H
6.016.22b,b,G,H,H,H,H,L,H,L,H
6.016.22c,c,G,H,L,H,L,L,H,L,H
6.016.23a,a,G,L,L,H,H,L,H,L,H
6.016.23b,b,G,H,H,H,H,L,H,L,L
6.016.23c,c,G,H,H,L,H,L,H,L,L
6.016.24a,a,G,H,H,H,H,L,H,L,H
6.016.24b,b,G,H,H,H,H,L,H,L,L
6.016.24c,c,G,L,H,H,H,L,H,L,H
6.016.25a,a,G,H,H,L,H,H,H,H,L
6.016.25b,b,G,L,L,L,H,H,L,H,L
6.016.25c,c,G,H,H,L,H,L,L,H,L
6.016.26a,a,G,H,H,L,H,L,L,H,H
6.016.26b,b,G,H,L,H,H,H,L,H,H
6.016.26c,c,G,H,L,H,H,L,L,H,L
6.016.27a,a,A,H,L,H,H,L,H,H,H
6.016.27b,b,A,L,L,H,H,H,L,H,L
6.016.27c,c,A,L,H,L,H,H,L,H,H
6.016.27d,d,A,H,H,L,H,H,L,H,H
6.016.28a,a,G,H,H,H,H,L,H,L,H
6.016.28b,b,G,H,H,H,H,L,H,L,L
6.016.28c,c,G,H,H,H,L,L,H,L,L
6.016.29a,a,G,L,H,H,L,L,H,L,L
6.016.29b,b,G,H,L,H,H,L,H,L,H
6.016.29c,c,G,L,L,H,H,L,H,L,H
6.016.30a,a,G,L,H,H,H,L,H,L,H
6.016.30b,b,G,H,L,H,L,L,H,L,L
6.016.30c,c,G,H,H,H,H,L,H,L,H
6.016.31a,a,G,H,L,H,H,L,H,L,H
6.016.31b,b,G,H,H,L,H,L,H,L,L
6.016.31c,c,G,H,H,H,H,L,H,L,L
6.016.32a,a,G,L,H,H,H,L,H,L,H
6.016.32b,b,G,L,L,H,H,L,H,L,L
6.016.32c,c,G,H,H,H,H,L,H,L,L
6.016.33a,a,G,L,H,H,H,L,H,L,L
6.016.33b,b,G,H,L,L,L,L,H,L,L
6.016.33c,c,G,H,H,L,H,L,H,L,L
6.016.34a,a,G,H,H,H,H,L,H,L,L
6.016.34b,b,G,L,L,H,H,L,H,L,H
6.016.34c,c,G,L,H,H,H,L,H,L,L
6.016.35a,a,G,H,H,H,H,L,H,L,H
6.016.35b,b,G,L,H,L,H,H,H,L,H
6.016.35c,c,G,H,H,L,H,L,H,L,H
6.016.36a,a,G,H,L,L,H,L,H,L,L
6.016.36b,b,G,H,L,H,H,L,H,L,H
6.016.36c,c,G,H,H,H,H,L,H,L,L
6.016.37a,a,G,L,L,H,H,L,H,L,L
6.016.37b,b,G,L,H,H,H,L,H,L,L
6.016.37c,c,G,H,H,L,H,L,H,L,L
6.016.38a,a,G,L,L,H,H,L,L,L,H
6.016.38b,b,G,L,H,L,H,L,H,L,L
6.016.38c,c,G,H,H,L,H,L,H,L,L
6.016.39a,a,G,L,H,L,L,L,H,L,H
6.016.39b,b,G,H,L,H,H,L,H,L,L
6.016.39c,c,G,H,H,L,H,L,H,L,L
6.016.40a,a,G,H,H,H,H,L,H,L,L
6.016.40b,b,G,L,H,H,H,L,H,L,L
6.016.40c,c,G,L,H,H,H,L,H,L,L
6.016.41a,a,G,L,H,H,H,L,H,L,H
6.016.41b,b,G,L,L,H,L,L,H,L,L
6.016.41c,c,G,H,H,H,H,L,H,L,L
6.016.42a,a,G,H,H,H,H,L,H,L,L
6.016.42b,b,G,L,H,L,H,L,L,L,L
6.016.42c,c,G,L,H,L,H,L,L,L,L
6.016.43a,a,G,H,H,H,H,L,H,L,L
6.016.43b,b,G,H,H,H,H,L,H,L,L
6.016.43c,c,G,L,H,L,H,L,H,L,H
6.016.44a,a,G,L,H,H,H,L,H,L,L
6.016.44b,b,G,L,L,L,H,L,H,L,H
6.016.44c,c,G,H,H,H,H,L,H,L,H
6.016.45a,a,G,L,H,H,H,L,L,L,L
6.016.45b,b,G,L,H,H,L,L,H,L,L
6.016.45c,c,G,H,H,L,H,L,L,L,L
6.016.47a,a,A,H,L,H,L,L,H,L,L
6.016.47b,b,A,L,H,H,H,L,H,L,L
6.016.47c,c,A,H,H,L,H,L,H,L,L
6.016.47d,d,A,L,L,H,H,L,L,L,L
6.016.48a,a,A,H,H,H,H,L,H,L,L
6.016.48b,b,A,H,L,H,H,L,H,L,L
6.016.48c,c,A,H,H,L,H,L,H,L,H
6.016.48d,d,A,L,H,H,H,L,H,L,H
6.028.08a,a,A,L,H,L,L,L,H,L,L
6.028.08b,b,A,H,L,H,H,L,H,L,H
6.028.08c,c,A,L,L,L,H,L,H,L,L
6.028.08d,d,A,L,H,L,L,L,H,L,H
6.042.01a,a,A,L,L,H,H,L,H,L,H
6.042.01b,b,A,H,H,L,L,L,H,L,L
6.042.01c,c,A,L,H,L,H,L,H,L,H
6.042.01d,d,A,L,H,H,H,L,H,L,H
6.042.02a,a,A,H,H,H,L,L,H,L,L
6.042.02b,b,A,H,H,H,H,L,H,L,L
6.042.02c,c,A,L,H,H,L,L,H,L,L
6.042.02d,d,A,H,H,L,H,L,H,L,L
6.042.03a,a,A,L,H,L,H,L,H,L,L
6.042.03b,b,A,H,H,H,L,L,H,L,L
6.042.03c,c,A,H,H,H,H,L,H,L,H
6.042.03d,d,A,L,H,H,L,L,H,L,H
6.044.01a,a,A,H,L,L,H,L,H,L,H
6.044.01b,b,A,H,H,H,H,L,H,L,L
6.044.01c,c,A,H,H,L,H,L,H,L,H
6.044.01d,d,A,H,L,L,H,L,H,L,L
6.044.03a,a,A,H,L,H,H,L,L,L,H
6.044.03b,b,A,L,H,L,H,L,H,L,L
6.044.03c,c,A,H,H,L,H,L,H,L,H
6.044.03d,d,A,H,L,L,H,L,H,L,L
6.044.04a,a,A,L,L,L,H,H,L,L,L
6.044.04b,b,A,L,H,H,L,L,H,L,L
6.044.04c,c,A,H,H,H,H,H,H,L,L
6.044.04d,d,A,H,H,H,H,L,H,L,L
6.044.05a,a,A,H,H,L,H,L,H,L,L
6.044.05b,b,A,L,H,L,H,L,H,L,L
6.044.05c,c,A,L,H,L,H,L,H,L,H
6.044.05d,d,A,H,H,H,H,L,H,L,L
6.044.06a,a,A,H,L,H,H,L,H,L,H
6.044.06b,b,A,H,H,H,H,L,H,L,L
6.044.06c,c,A,L,H,L,H,L,H,L,H
6.044.06d,d,A,L,H,H,H,L,H,L,L
6.045.01a,a,G,L,H,L,H,L,H,L,L
6.045.01b,b,G,L,H,H,H,L,H,L,L
6.045.01c,c,G,H,H,L,H,L,H,L,H
6.045.02a,a,G,L,H,H,H,L,H,L,L
6.045.02b,b,G,L,H,L,H,L,H,L,H
6.045.02c,c,G,H,H,H,H,L,H,L,L
6.045.03a,a,G,L,H,H,L,L,H,L,L
6.045.03b,b,G,H,H,L,L,L,H,L,L
6.045.03c,c,G,H,L,H,H,L,H,L,L
6.045.04a,a,G,L,H,H,H,L,H,L,H
6.045.04b,b,G,H,L,L,L,L,H,L,L
6.045.04c,c,G,L,L,H,L,L,H,L,H
6.045.05a,a,G,L,L,H,H,L,H,L,H
6.045.05b,b,G,L,L,H,L,L,H,L,L
6.045.05c,c,G,L,H,L,H,L,H,L,L
6.045.06a,a,G,L,L,H,L,L,L,L,L
6.045.06b,b,G,L,H,L,H,L,H,L,L
6.045.06c,c,G,L,H,L,H,L,H,L,H
6.045.08a,a,G,H,L,H,H,L,H,L,H
6.045.08b,b,G,H,H,L,H,L,L,L,H
6.045.08c,c,G,H,H,L,L,L,H,L,L
6.045.11a,a,G,L,L,H,H,L,H,L,L
6.045.11b,b,G,H,H,H,H,L,H,L,H
6.045.11c,c,G,L,L,H,L,L,H,L,L
6.045.12a,a,G,H,L,H,H,L,H,L,H
6.045.12b,b,G,H,H,H,L,L,H,L,H
6.045.12c,c,G,L,H,H,L,L,H,L,L
6.045.13a,a,G,L,H,L,H,L,H,L,H
6.045.13b,b,G,L,H,H,L,L,H,L,H
6.045.13c,c,G,L,H,L,H,L,H,L,L
6.045.14a,a,G,H,L,H,L,L,H,L,L
6.045.14b,b,G,H,H,L,H,L,H,L,L
6.045.14c,c,G,L,H,H,L,L,H,L,L
6.045.15a,a,G,L,L,H,L,L,H,L,H
6.045.15b,b,G,H,H,H,H,L,H,L,H
6.045.15c,c,G,H,L,H,H,L,H,L,L
6.045.17a,a,G,H,L,L,H,L,H,L,L
6.045.17b,b,G,H,L,H,H,L,H,L,H
6.045.17c,c,G,L,H,L,H,L,H,L,L
6.045.18a,a,G,H,L,H,H,L,H,L,H
6.045.18b,b,G,H,H,H,H,L,H,L,L
6.045.18c,c,G,H,L,H,L,L,L,L,L
6.045.20a,a,G,L,L,H,H,L,H,L,H
6.045.20b,b,G,H,H,L,H,L,H,L,H
6.045.20c,c,G,H,L,H,L,H,H,L,L
6.045.21a,a,G,L,H,L,H,L,H,L,L
6.045.21b,b,G,H,H,H,H,L,H,L,L
6.045.21c,c,G,H,H,H,H,L,H,L,L
6.045.22a,a,G,H,H,H,L,L,H,L,H
6.045.22b,b,G,L,L,H,H,L,H,L,H
6.045.22c,c,G,H,H,L,H,L,H,L,H
6.045.23a,a,G,L,H,L,H,L,L,L,H
6.045.23b,b,G,H,H,H,H,L,H,L,L
6.045.23c,c,G,H,H,L,L,L,H,L,L
6.045.24a,a,G,L,H,H,L,L,L,L,L
6.045.24b,b,G,H,H,H,H,L,H,L,L
6.045.24c,c,G,L,H,L,L,L,H,L,L
6.045.25a,a,G,L,L,L,H,L,H,L,H
6.045.25b,b,G,L,L,L,H,L,H,L,L
6.045.25c,c,G,H,L,H,H,L,H,L,L
6.045.26a,a,G,H,H,H,L,L,H,L,L
6.045.26b,b,G,H,L,L,H,L,H,L,H
6.045.26c,c,G,H,L,H,H,L,H,L,L
6.045.27a,a,G,L,H,H,H,L,H,L,H
6.045.27b,b,G,H,L,H,L,L,H,L,H
6.045.27c,c,G,L,H,H,H,L,H,L,L
6.045.28a,a,G,L,L,L,H,L,H,L,H
6.045.28b,b,G,H,H,H,H,L,H,L,L
6.045.28c,c,G,H,H,H,H,L,H,L,L
6.045.30a,a,G,H,H,L,H,L,H,L,H
6.045.30b,b,G,H,H,H,H,H,H,L,L
6.045.30c,c,G,H,H,H,H,L,H,L,L
6.045.32a,a,G,H,L,H,H,L,L,L,L
6.045.32b,b,G,H,H,H,H,L,H,L,H
6.045.32c,c,G,H,H,H,H,L,H,L,H
6.045.33a,a,A,H,L,H,H,L,H,L,H
6.045.33b,b,A,L,H,L,H,L,H,L,L
6.045.33c,c,A,L,H,L,H,L,H,L,L
6.045.33d,d,A,H,H,L,H,L,H,L,L
6.048.22a,a,A,L,H,L,H,L,H,L,L
6.048.22b,b,A,L,H,H,L,L,H,L,L
6.048.22c,c,A,H,H,H,H,L,H,L,L
6.048.22d,d,A,L,H,H,H,L,H,L,H
6.051.16a,a,A,L,L,H,H,L,H,L,L
6.051.16b,b,A,L,H,L,H,L,H,L,L
6.051.16c,c,A,H,L,H,H,L,L,L,H
6.051.16d,d,A,L,H,L,H,L,H,L,L
6.052.07a,a,G,H,H,H,H,L,H,L,L
6.052.07b,b,G,L,L,H,L,L,H,L,L
6.052.07c,c,G,H,H,H,H,L,H,L,L
6.052.08a,a,G,H,H,H,H,L,H,L,H
6.052.08b,b,G,H,H,L,L,L,H,L,L
6.052.08c,c,G,H,H,L,L,L,L,L,L
6.052.09a,a,G,L,L,H,H,L,H,L,L
6.052.09b,b,G,H,H,L,L,L,H,L,H
6.052.09c,c,G,L,H,H,H,L,H,L,L
6.052.10a,a,G,H,H,H,L,L,H,L,L
6.052.10b,b,G,L,L,H,L,L,H,L,L
6.052.10c,c,G,L,H,H,L,L,H,L,L
6.052.11a,a,G,H,L,H,H,L,H,L,L
6.052.11b,b,G,H,L,H,H,H,H,L,H
6.052.11c,c,G,L,H,H,H,L,H,L,L
6.052.12a,a,G,L,H,L,H,L,H,L,L
6.052.12b,b,G,H,H,L,L,L,H,L,L
6.052.12c,c,G,L,H,H,H,L,H,L,L
6.053.01a,a,G,L,L,L,H,L,H,L,H
6.053.01b,b,G,L,H,L,H,L,H,L,H
6.053.01c,c,G,L,H,H,H,L,H,L,L
6.053.02a,a,G,L,L,H,L,L,H,L,L
6.053.02b,b,G,H,H,L,L,L,H,L,L
6.053.02c,c,G,H,H,L,L,L,H,L,L
6.053.03a,a,G,L,H,H,H,L,H,L,H
6.053.03b,b,G,H,H,H,H,L,H,L,L
6.053.03c,c,G,L,H,H,L,L,H,L,L
6.053.04a,a,G,L,L,H,H,L,H,L,H
6.053.04b,b,G,L,L,L,L,L,H,L,L
6.053.04c,c,G,H,H,H,H,L,H,L,L
6.053.06a,a,G,L,H,H,H,L,H,L,L
6.053.06b,b,G,L,H,L,L,L,L,L,L
6.053.06c,c,G,L,H,H,H,L,H,L,L
6.053.07a,a,G,H,L,L,L,L,H,L,L
6.053.07b,b,G,L,H,H,L,L,H,L,H
6.053.07c,c,G,L,H,H,H,H,H,L,L
6.053.08a,a,A,H,H,H,H,L,H,L,H
6.053.08b,b,A,H,H,L,H,L,H,L,H
6.053.08c,c,A,L,H,L,H,L,L,L,L
6.053.08d,d,A,H,L,L,L,L,H,L,L
6.053.09a,a,G,H,H,H,H,H,H,L,H
6.053.09b,b,G,H,L,H,L,L,H,L,H
6.053.09c,c,G,H,H,H,H,L,H,L,H
6.053.10a,a,G,L,L,H,H,L,H,L,L
6.053.10b,b,G,H,L,H,H,L,H,L,L
6.053.10c,c,G,L,H,L,L,L,H,L,H
6.054.01a,a,G,H,H,H,L,L,H,L,L
6.054.01b,b,G,H,H,L,H,L,H,L,L
6.054.01c,c,G,L,H,H,L,L,L,L,L
6.054.02a,a,G,L,L,H,H,L,H,L,L
6.054.02b,b,G,H,L,H,L,L,H,L,L
6.054.02c,c,G,L,L,H,H,L,L,L,L
6.054.03a,a,G,H,H,H,H,L,H,L,L
6.054.03b,b,G,L,H,H,L,L,H,L,H
6.054.03c,c,G,H,H,L,L,L,H,L,L
6.054.04a,a,G,H,H,H,L,L,H,L,L
6.054.04b,b,G,L,H,H,H,L,H,L,H
6.054.04c,c,G,L,L,H,H,L,H,L,L
6.054.05a,a,G,H,H,L,L,L,H,L,L
6.054.05b,b,G,H,H,H,L,L,H,L,L
6.054.05c,c,G,H,H,H,H,L,H,L,L
6.054.06a,a,G,H,H,L,L,L,L,L,L
6.054.06b,b,G,L,L,H,H,L,H,L,L
6.054.06c,c,G,H,H,H,L,L,H,L,L
6.054.07a,a,G,H,H,H,H,H,H,L,L
6.054.07b,b,G,H,H,H,H,L,H,L,H
6.054.07c,c,G,L,H,H,H,L,H,L,L
6.054.08a,a,G,H,H,H,H,L,H,L,L
6.054.08b,b,G,H,L,L,H,L,H,L,L
6.054.08c,c,G,H,H,H,H,L,H,L,H
6.054.09a,a,G,H,H,L,L,L,H,L,L
6.054.09b,b,G,L,H,H,L,L,H,L,L
